 Id,X,Y,Slice
1165,1286.5,716.929,4
1166,1174.643,581.929,4
1167,1146.357,543.357,4
1168,1160.5,520.214,4
1169,1129.643,504.786,4
1170,1065.357,464.929,4
1171,1232.5,517.643,4
1172,1183.643,480.357,4
1173,1196.5,427.643,4
1174,1168.214,425.071,4
1175,1123.214,423.786,4
1176,1264.643,373.643,4
1177,1215.786,410.929,4
1178,1024.214,260.5,4
1179,1031.929,247.643,4
1180,1044.786,221.929,4
1181,1048.643,214.214,4
1182,980.5,200.071,4
1183,963.786,206.5,4
1184,921.357,200.071,4
1185,922.643,147.357,4
1186,891.786,170.5,4
1187,938.071,166.643,4
1188,918.786,237.357,4
1189,925.214,233.5,4
1190,943.214,281.071,4
1191,913.643,273.357,4
1192,899.5,245.071,4
1193,886.643,251.5,4
1194,873.786,284.929,4
1195,839.071,310.643,4
1196,776.071,281.071,4
1197,761.929,300.357,4
1198,808.214,252.786,4
1199,733.643,237.357,4
1200,696.357,233.5,4
1201,691.214,197.5,4
1202,680.929,182.071,4
1203,647.5,171.786,4
1204,644.929,152.5,4
1205,650.071,140.929,4
1206,625.643,115.214,4
1207,598.643,125.5,4
1208,583.214,66.357,4
1209,653.929,61.214,4
1210,648.786,35.5,4
1211,680.929,48.357,4
1212,716.929,38.071,4
1213,711.786,106.214,4
1214,738.786,94.643,4
1215,693.786,156.357,4
1216,751.643,137.071,4
1217,788.929,130.643,4
1218,799.214,122.929,4
1219,769.643,169.214,4
1220,859.643,124.214,4
1221,864.786,101.071,4
1222,884.071,23.929,4
1223,981.786,7.214,4
1224,994.643,50.929,4
1225,975.357,68.929,4
1226,971.5,83.071,4
1227,992.071,138.357,4
1228,1047.357,41.929,4
1229,1075.643,133.214,4
1230,1103.929,104.929,4
1231,1103.929,61.214,4
1232,1116.786,30.357,4
1233,1119.357,0.786,4
1234,1172.071,85.643,4
1235,1191.357,70.214,4
1236,1208.071,79.214,4
1237,1259.5,36.786,4
1238,1188.786,108.786,4
1239,1205.5,130.643,4
1240,1247.929,133.214,4
1241,1209.357,164.071,4
1242,1268.5,211.643,4
1243,1285.214,196.214,4
1244,1286.5,299.071,4
1245,1224.786,288.786,4
1246,1190.071,238.643,4
1247,1111.643,197.5,4
1248,1083.357,178.214,4
1249,1132.214,284.929,4
1250,1110.357,320.929,4
1251,1074.357,324.786,4
1252,1160.5,383.929,4
1253,1258.214,435.357,4
1254,1240.214,472.643,4
1255,1208.071,368.5,4
1256,1285.214,554.929,4
1257,913.643,318.357,4
1258,525.357,117.786,4
1259,23.929,12.357,5
1260,2.071,99.786,5
1261,62.5,39.357,5
1262,81.786,65.071,5
1263,89.5,99.786,5
1264,131.929,47.071,5
1265,137.071,75.357,5
1266,180.786,0.786,5
1267,175.643,95.929,5
1268,237.357,71.5,5
1269,234.786,104.929,5
1270,296.5,12.357,5
1271,327.357,5.929,5
1272,282.357,36.786,5
1273,369.786,67.643,5
1274,368.5,79.214,5
1275,399.357,44.5,5
1276,403.214,16.214,5
1277,440.5,5.929,5
1278,446.929,27.786,5
1279,479.071,16.214,5
1280,525.357,7.214,5
1281,556.214,11.071,5
1282,593.5,3.357,5
1283,588.357,25.214,5
1284,522.786,49.643,5
1285,493.214,72.786,5
1286,453.357,81.786,5
1287,435.357,95.929,5
1288,414.786,97.214,5
1289,401.929,104.929,5
1290,428.929,116.5,5
1291,449.5,140.929,5
1292,529.214,111.357,5
1293,588.357,79.214,5
1294,656.5,63.786,5
1295,651.357,32.929,5
1296,678.357,39.357,5
1297,714.357,38.071,5
1298,745.214,93.357,5
1299,714.357,101.071,5
1300,625.643,121.643,5
1301,601.214,126.786,5
1302,652.643,137.071,5
1303,639.786,146.071,5
1304,639.786,169.214,5
1305,695.071,161.5,5
1306,689.929,178.214,5
1307,698.929,197.5,5
1308,750.357,130.643,5
1309,781.214,126.786,5
1310,767.071,175.643,5
1311,860.929,120.357,5
1312,860.929,111.357,5
1313,898.214,22.643,5
1314,988.214,4.643,5
1315,968.929,75.357,5
1316,971.5,85.643,5
1317,992.071,53.5,5
1318,1055.071,40.643,5
1319,1102.643,65.071,5
1320,1115.5,25.214,5
1321,1165.643,83.071,5
1322,1215.786,85.643,5
1323,1259.5,31.643,5
1324,1191.357,102.357,5
1325,1202.929,134.5,5
1326,1202.929,76.643,5
1327,1247.929,135.786,5
1328,1202.929,155.071,5
1329,1213.214,165.357,5
1330,1263.357,214.214,5
1331,1282.643,193.643,5
1332,1101.357,107.5,5
1333,1075.643,138.357,5
1334,1089.786,173.071,5
1335,1118.071,189.786,5
1336,1159.214,220.643,5
1337,1190.071,234.786,5
1338,1220.929,291.357,5
1339,1286.5,296.5,5
1340,992.071,140.929,5
1341,920.071,143.5,5
1342,920.071,160.214,5
1343,912.357,90.786,5
1344,970.214,198.786,5
1345,962.5,214.214,5
1346,925.214,201.357,5
1347,893.071,174.357,5
1348,806.929,122.929,5
1349,1047.357,218.071,5
1350,1042.214,219.357,5
1351,1058.929,236.071,5
1352,1038.357,247.643,5
1353,1028.071,255.357,5
1354,1125.786,284.929,5
1355,1102.643,313.214,5
1356,1074.357,322.214,5
1357,1271.071,372.357,5
1358,1280.071,354.357,5
1359,1213.214,368.5,5
1360,1156.643,383.929,5
1361,1192.643,423.786,5
1362,1220.929,407.071,5
1363,1165.643,417.357,5
1364,1123.214,425.071,5
1365,1260.786,434.071,5
1366,1241.5,471.357,5
1367,1182.357,464.929,5
1368,1130.929,507.357,5
1369,1156.643,517.643,5
1370,1232.5,518.929,5
1371,1289.071,553.643,5
1372,1174.643,585.786,5
1373,1151.5,548.5,5
1374,1246.643,670.643,5
1375,1251.786,644.929,5
1376,1282.643,711.786,5
1377,1222.214,709.214,5
1378,1178.5,670.643,5
1379,1157.929,647.5,5
1380,1138.643,646.214,5
1381,1124.5,714.357,5
1382,1076.929,684.786,5
1383,1101.357,605.071,5
1384,1069.214,581.929,5
1385,1061.5,593.5,5
1386,1031.929,597.357,5
1387,1062.786,470.071,5
1388,998.5,572.929,5
1389,972.786,596.071,5
1390,963.786,601.214,5
1391,1012.643,534.357,5
1392,1006.214,498.357,5
1393,974.071,481.643,5
1394,974.071,489.357,5
1395,976.643,391.643,5
1396,1016.5,399.357,5
1397,908.5,317.071,5
1398,943.214,278.5,5
1399,922.643,245.071,5
1400,923.929,233.5,5
1401,904.643,236.071,5
1402,885.357,252.786,5
1403,902.071,268.214,5
1404,869.929,290.071,5
1405,851.929,314.5,5
1406,851.929,390.357,5
1407,958.643,360.786,5
1408,948.357,477.786,5
1409,844.214,440.5,5
1410,824.929,515.071,5
1411,908.5,549.786,5
1412,876.357,615.357,5
1413,832.643,629.5,5
1414,835.214,678.357,5
1415,895.643,651.357,5
1416,911.071,642.357,5
1417,949.643,683.5,5
1418,984.357,671.929,5
1419,1061.5,527.929,5
1420,777.357,286.214,5
1421,805.643,247.643,5
1422,733.643,234.786,5
1423,693.786,287.5,5
1424,655.214,322.214,5
1425,651.357,335.071,5
1426,671.929,372.357,5
1427,752.929,387.786,5
1428,769.643,430.214,5
1429,813.357,405.786,5
1430,761.929,296.5,5
1431,689.929,234.786,5
1432,701.5,233.5,5
1433,741.357,436.643,5
1434,692.5,468.786,5
1435,714.357,543.357,5
1436,781.214,601.214,5
1437,781.214,579.357,5
1438,665.5,552.357,5
1439,653.929,563.929,5
1440,634.643,563.929,5
1441,668.071,638.5,5
1442,689.929,624.357,5
1443,747.786,727.214,5
1444,709.214,706.643,5
1445,743.929,698.929,5
1446,1129.643,443.071,5
1447,639.786,355.643,5
1448,607.643,314.5,5
1449,614.071,239.929,5
1450,543.357,188.5,5
1451,524.071,171.786,5
1452,477.786,179.5,5
1453,428.929,210.357,5
1454,503.5,201.357,5
1455,516.357,214.214,5
1456,491.929,290.071,5
1457,561.357,314.5,5
1458,545.929,323.5,5
1459,531.786,308.071,5
1460,533.071,288.786,5
1461,544.643,378.786,5
1462,526.643,401.929,5
1463,518.929,414.786,5
1464,619.214,434.071,5
1465,574.214,437.929,5
1466,638.5,490.643,5
1467,538.214,506.071,5
1468,596.071,522.786,5
1469,624.357,623.071,5
1470,635.929,624.357,5
1471,656.5,626.929,5
1472,625.643,646.214,5
1473,641.071,684.786,5
1474,668.071,697.643,5
1475,675.786,722.071,5
1476,592.214,673.214,5
1477,583.214,638.5,5
1478,575.5,623.071,5
1479,602.5,625.643,5
1480,601.214,641.071,5
1481,562.643,650.071,5
1482,543.357,646.214,5
1483,517.643,641.071,5
1484,491.929,657.786,5
1485,524.071,657.786,5
1486,540.786,701.5,5
1487,533.071,611.5,5
1488,535.643,589.643,5
1489,542.071,563.929,5
1490,525.357,540.786,5
1491,513.786,540.786,5
1492,455.929,508.643,5
1493,452.071,502.214,5
1494,441.786,490.643,5
1495,416.071,480.357,5
1496,435.357,466.214,5
1497,459.786,457.214,5
1498,475.214,441.786,5
1499,462.357,403.214,5
1500,481.643,374.929,5
1501,500.929,394.214,5
1502,473.929,305.5,5
1503,473.929,324.786,5
1504,449.5,302.929,5
1505,434.071,250.214,5
1506,425.071,270.786,5
1507,382.643,251.5,5
1508,396.786,364.643,5
1509,412.214,374.929,5
1510,347.929,369.786,5
1511,308.071,349.214,5
1512,255.357,381.357,5
1513,318.357,260.5,5
1514,305.5,225.786,5
1515,309.357,214.214,5
1516,296.5,200.071,5
1517,336.357,162.786,5
1518,342.786,203.929,5
1519,371.071,232.214,5
1520,364.643,242.5,5
1521,331.214,290.071,5
1522,250.214,251.5,5
1523,265.643,176.929,5
1524,200.071,155.071,5
1525,200.071,166.643,5
1526,207.786,209.071,5
1527,211.643,225.786,5
1528,423.786,301.643,5
1529,246.357,305.5,5
1530,351.786,443.071,5
1531,332.5,471.357,5
1532,323.5,477.786,5
1533,282.357,427.643,5
1534,355.643,515.071,5
1535,396.786,536.929,5
1536,329.929,539.5,5
1537,288.786,558.786,5
1538,264.357,468.786,5
1539,358.214,601.214,5
1540,391.643,616.643,5
1541,390.357,662.929,5
1542,398.071,684.786,5
1543,414.786,674.5,5
1544,419.929,700.214,5
1545,310.643,696.357,5
1546,372.357,709.214,5
1547,311.929,624.357,5
1548,282.357,625.643,5
1549,282.357,647.5,5
1550,237.357,630.786,5
1551,245.071,695.071,5
1552,164.071,650.071,5
1553,189.786,580.643,5
1554,188.5,561.357,5
1555,86.929,578.071,5
1556,77.929,594.786,5
1557,101.071,592.214,5
1558,77.929,616.643,5
1559,86.929,632.071,5
1560,71.5,701.5,5
1561,157.643,725.929,5
1562,54.786,535.643,5
1563,67.643,498.357,5
1564,0.786,485.5,5
1565,40.643,437.929,5
1566,83.071,454.643,5
1567,113.929,485.5,5
1568,146.071,470.071,5
1569,194.929,476.5,5
1570,210.357,425.071,5
1571,153.786,439.214,5
1572,119.071,443.071,5
1573,129.357,401.929,5
1574,170.5,404.5,5
1575,144.786,355.643,5
1576,160.214,310.643,5
1577,99.786,364.643,5
1578,107.5,359.5,5
1579,72.786,336.357,5
1580,66.357,310.643,5
1581,84.357,284.929,5
1582,90.786,277.214,5
1583,121.643,254.071,5
1584,126.786,261.786,5
1585,41.929,228.357,5
1586,23.929,273.357,5
1587,12.357,299.071,5
1588,8.5,347.929,5
1589,2.071,233.5,5
1590,12.357,220.643,5
1591,68.929,191.071,5
1592,103.643,214.214,5
1593,22.643,14.929,6
1594,70.214,34.214,6
1595,75.357,63.786,6
1596,97.214,93.357,6
1597,131.929,47.071,6
1598,188.5,3.357,6
1599,170.5,97.214,6
1600,239.929,70.214,6
1601,248.929,112.643,6
1602,197.5,151.214,6
1603,68.929,193.643,6
1604,41.929,233.5,6
1605,9.786,218.071,6
1606,110.071,209.071,6
1607,113.929,243.786,6
1608,121.643,265.643,6
1609,80.5,283.643,6
1610,97.214,288.786,6
1611,77.929,306.786,6
1612,61.214,305.5,6
1613,21.357,272.071,6
1614,9.786,301.643,6
1615,5.929,349.214,6
1616,62.5,328.643,6
1617,68.929,356.929,6
1618,22.643,372.357,6
1619,97.214,360.786,6
1620,121.643,353.071,6
1621,125.5,381.357,6
1622,124.214,399.357,6
1623,115.214,443.071,6
1624,80.5,453.357,6
1625,62.5,486.786,6
1626,49.643,538.214,6
1627,110.071,490.643,6
1628,146.071,467.5,6
1629,192.357,466.214,6
1630,214.214,475.214,6
1631,214.214,425.071,6
1632,261.786,472.643,6
1633,74.071,592.214,6
1634,61.214,589.643,6
1635,83.071,580.643,6
1636,97.214,597.357,6
1637,79.214,615.357,6
1638,86.929,637.214,6
1639,72.786,695.071,6
1640,167.929,655.214,6
1641,197.5,596.071,6
1642,184.643,570.357,6
1643,282.357,560.071,6
1644,329.929,540.786,6
1645,282.357,629.5,6
1646,291.357,626.929,6
1647,227.071,625.643,6
1648,281.071,642.357,6
1649,318.357,630.786,6
1650,356.929,602.5,6
1651,383.929,608.929,6
1652,387.786,656.5,6
1653,403.214,678.357,6
1654,428.929,673.214,6
1655,426.357,683.5,6
1656,365.929,709.214,6
1657,313.214,695.071,6
1658,247.643,693.786,6
1659,395.5,551.071,6
1660,363.357,516.357,6
1661,338.929,476.5,6
1662,318.357,471.357,6
1663,342.786,444.357,6
1664,261.786,376.214,6
1665,245.071,302.929,6
1666,212.929,234.786,6
1667,260.5,246.357,6
1668,297.786,201.357,6
1669,308.071,209.071,6
1670,301.643,221.929,6
1671,322.214,255.357,6
1672,335.071,288.786,6
1673,340.214,368.5,6
1674,329.929,351.786,6
1675,399.357,362.071,6
1676,401.929,369.786,6
1677,405.786,371.071,6
1678,470.071,398.071,6
1679,482.929,374.929,6
1680,493.214,391.643,6
1681,479.071,440.5,6
1682,457.214,461.071,6
1683,431.5,463.643,6
1684,417.357,489.357,6
1685,436.643,491.929,6
1686,449.5,502.214,6
1687,453.357,507.357,6
1688,517.643,544.643,6
1689,527.929,547.214,6
1690,545.929,561.357,6
1691,534.357,583.214,6
1692,534.357,608.929,6
1693,518.929,634.643,6
1694,518.929,647.5,6
1695,489.357,660.357,6
1696,571.643,651.357,6
1697,588.357,632.071,6
1698,575.5,620.5,6
1699,596.071,617.929,6
1700,621.786,646.214,6
1701,628.214,625.643,6
1702,646.214,619.214,6
1703,656.5,632.071,6
1704,687.357,616.643,6
1705,669.357,553.643,6
1706,651.357,563.929,6
1707,626.929,561.357,6
1708,548.5,696.357,6
1709,587.071,678.357,6
1710,643.643,675.786,6
1711,661.643,693.786,6
1712,674.5,720.786,6
1713,715.643,706.643,6
1714,752.929,696.357,6
1715,716.929,553.643,6
1716,624.357,490.643,6
1717,571.643,450.786,6
1718,536.929,502.214,6
1719,518.929,398.071,6
1720,548.5,389.071,6
1721,549.786,401.929,6
1722,554.929,323.5,6
1723,557.5,317.071,6
1724,533.071,310.643,6
1725,540.786,300.357,6
1726,484.214,297.786,6
1727,472.643,309.357,6
1728,457.214,327.357,6
1729,454.643,300.357,6
1730,416.071,275.929,6
1731,419.929,304.214,6
1732,428.929,264.357,6
1733,437.929,256.643,6
1734,430.214,216.786,6
1735,331.214,167.929,6
1736,362.071,223.214,6
1737,365.929,247.643,6
1738,378.786,245.071,6
1739,342.786,197.5,6
1740,381.357,184.643,6
1741,270.786,31.643,6
1742,300.357,14.929,6
1743,320.929,4.643,6
1744,362.071,79.214,6
1745,369.786,58.643,6
1746,395.5,40.643,6
1747,404.5,9.786,6
1748,443.071,11.071,6
1749,423.786,99.786,6
1750,409.643,106.214,6
1751,449.5,90.786,6
1752,486.786,72.786,6
1753,525.357,50.929,6
1754,530.5,7.214,6
1755,552.357,11.071,6
1756,596.071,8.5,6
1757,592.214,26.5,6
1758,584.5,72.786,6
1759,526.643,115.214,6
1760,480.357,179.5,6
1761,443.071,146.071,6
1762,525.357,171.786,6
1763,538.214,184.643,6
1764,506.071,198.786,6
1765,516.357,209.071,6
1766,601.214,134.5,6
1767,629.5,117.786,6
1768,653.929,134.5,6
1769,648.786,146.071,6
1770,638.5,166.643,6
1771,614.071,237.357,6
1772,611.5,311.929,6
1773,650.071,324.786,6
1774,651.357,332.5,6
1775,643.643,355.643,6
1776,671.929,369.786,6
1777,691.214,467.5,6
1778,616.643,435.357,6
1779,741.357,439.214,6
1780,759.357,439.214,6
1781,751.643,389.071,6
1782,687.357,291.357,6
1783,702.786,206.5,6
1784,691.214,187.214,6
1785,701.5,156.357,6
1786,715.643,153.786,6
1787,777.357,169.214,6
1788,740.071,232.214,6
1789,692.5,236.071,6
1790,763.214,305.5,6
1791,777.357,284.929,6
1792,810.786,246.357,6
1793,783.786,122.929,6
1794,747.786,133.214,6
1795,743.929,92.071,6
1796,725.929,97.214,6
1797,659.071,68.929,6
1798,662.929,45.786,6
1799,697.643,27.786,6
1800,720.786,35.5,6
1801,814.643,70.214,6
1802,850.643,124.214,6
1803,860.929,110.071,6
1804,895.643,36.786,6
1805,810.786,409.643,6
1806,842.929,443.071,6
1807,827.5,518.929,6
1808,776.071,589.643,6
1809,776.071,597.357,6
1810,836.5,626.929,6
1811,830.071,671.929,6
1812,871.214,619.214,6
1813,890.5,646.214,6
1814,920.071,638.5,6
1815,927.786,688.643,6
1816,949.643,688.643,6
1817,962.5,601.214,6
1818,977.929,592.214,6
1819,912.357,547.214,6
1820,936.786,477.786,6
1821,976.643,482.929,6
1822,979.214,498.357,6
1823,1006.214,494.5,6
1824,1006.214,533.071,6
1825,999.786,569.071,6
1826,1046.071,597.357,6
1827,1069.214,587.071,6
1828,1069.214,594.786,6
1829,1102.643,610.214,6
1830,1080.786,687.357,6
1831,1142.5,710.5,6
1832,1147.643,652.643,6
1833,1160.5,652.643,6
1834,1184.929,643.643,6
1835,1181.071,674.5,6
1836,1247.929,670.643,6
1837,1227.357,711.786,6
1838,1286.5,714.357,6
1839,1175.929,583.214,6
1840,1283.929,557.5,6
1841,1150.214,511.214,6
1842,1114.214,509.929,6
1843,1240.214,522.786,6
1844,1258.214,659.071,6
1845,1237.643,473.929,6
1846,1256.929,435.357,6
1847,1271.071,365.929,6
1848,1280.071,297.786,6
1849,1223.5,291.357,6
1850,1217.071,365.929,6
1851,1190.071,418.643,6
1852,1173.357,466.214,6
1853,1173.357,425.071,6
1854,1121.929,423.786,6
1855,1070.5,473.929,6
1856,974.071,391.643,6
1857,956.071,364.643,6
1858,1060.214,520.214,6
1859,1147.643,386.5,6
1860,1223.5,422.5,6
1861,1076.929,322.214,6
1862,1020.357,260.5,6
1863,1034.5,241.214,6
1864,943.214,278.5,6
1865,905.929,270.786,6
1866,904.643,310.643,6
1867,863.5,292.643,6
1868,851.929,318.357,6
1869,882.786,256.643,6
1870,896.929,237.357,6
1871,912.357,246.357,6
1872,925.214,241.214,6
1873,926.5,203.929,6
1874,877.643,169.214,6
1875,920.071,142.214,6
1876,929.071,146.071,6
1877,959.929,209.071,6
1878,974.071,196.214,6
1879,994.643,142.214,6
1880,968.929,86.929,6
1881,975.357,72.786,6
1882,992.071,57.357,6
1883,983.071,7.214,6
1884,1051.214,41.929,6
1885,1120.643,26.5,6
1886,1100.071,56.071,6
1887,1173.357,72.786,6
1888,1205.5,71.5,6
1889,1196.5,103.643,6
1890,1177.214,106.214,6
1891,1107.786,120.357,6
1892,1075.643,138.357,6
1893,1049.929,215.5,6
1894,1042.214,224.5,6
1895,1092.357,176.929,6
1896,1118.071,191.071,6
1897,1157.929,216.786,6
1898,1177.214,232.214,6
1899,1209.357,169.214,6
1900,1202.929,131.929,6
1901,1251.786,129.357,6
1902,1286.5,188.5,6
1903,1264.643,214.214,6
1904,1137.357,288.786,6
1905,1101.357,309.357,6
1906,1107.786,284.929,6
1907,857.071,398.071,6
1908,203.929,214.214,6
1909,156.357,432.786,6
1910,174.357,401.929,6
1911,282.357,425.071,6
1912,40.643,437.929,6
1913,108.786,427.643,6
1914,295.214,93.357,6
1915,274.643,170.5,6
1916,419.929,581.929,6
1917,980.5,670.643,6
1918,1285.214,714.357,7
1919,1251.786,664.214,7
1920,1246.643,643.643,7
1921,1224.786,693.786,7
1922,1227.357,710.5,7
1923,1130.929,719.5,7
1924,1078.214,688.643,7
1925,1184.929,671.929,7
1926,1187.5,644.929,7
1927,1148.929,651.357,7
1928,1102.643,601.214,7
1929,1062.786,601.214,7
1930,1061.5,593.5,7
1931,1047.357,598.643,7
1932,1172.071,580.643,7
1933,1159.214,508.643,7
1934,1172.071,461.071,7
1935,1235.071,475.214,7
1936,1241.5,517.643,7
1937,1291.643,561.357,7
1938,1254.357,427.643,7
1939,1169.5,421.214,7
1940,1199.071,412.214,7
1941,1210.643,418.643,7
1942,1129.643,425.071,7
1943,1058.929,485.5,7
1944,1061.5,524.071,7
1945,1154.071,386.5,7
1946,1211.929,363.357,7
1947,1274.929,372.357,7
1948,1277.5,301.643,7
1949,1128.357,504.786,7
1950,1219.643,287.5,7
1951,1136.071,284.929,7
1952,1100.071,311.929,7
1953,1080.786,320.929,7
1954,1174.643,227.071,7
1955,1260.786,214.214,7
1956,1287.786,194.929,7
1957,1214.5,160.214,7
1958,1246.643,133.214,7
1959,1206.786,133.214,7
1960,1183.643,103.643,7
1961,1200.357,75.357,7
1962,1166.929,75.357,7
1963,1250.5,34.214,7
1964,1125.786,32.929,7
1965,1097.5,56.071,7
1966,1043.5,32.929,7
1967,986.929,13.643,7
1968,995.929,57.357,7
1969,967.643,70.214,7
1970,971.5,80.5,7
1971,1083.357,129.357,7
1972,1102.643,120.357,7
1973,999.786,144.786,7
1974,1088.5,180.786,7
1975,1119.357,189.786,7
1976,1044.786,219.357,7
1977,1053.786,245.071,7
1978,1031.929,247.643,7
1979,1024.214,256.643,7
1980,966.357,210.357,7
1981,925.214,194.929,7
1982,936.786,170.5,7
1983,918.786,137.071,7
1984,880.214,170.5,7
1985,904.643,230.929,7
1986,926.5,236.071,7
1987,884.071,252.786,7
1988,911.071,265.643,7
1989,945.786,288.786,7
1990,907.214,311.929,7
1991,875.071,296.5,7
1992,862.214,314.5,7
1993,947.071,360.786,7
1994,976.643,389.071,7
1995,968.929,484.214,7
1996,981.786,500.929,7
1997,997.214,486.786,7
1998,1008.786,535.643,7
1999,999.786,578.071,7
2000,983.071,585.786,7
2001,968.929,603.786,7
2002,986.929,670.643,7
2003,958.643,688.643,7
2004,923.929,692.5,7
2005,911.071,637.214,7
2006,890.5,646.214,7
2007,868.643,625.643,7
2008,833.929,628.214,7
2009,830.071,671.929,7
2010,922.643,540.786,7
2011,932.929,472.643,7
2012,860.929,392.929,7
2013,835.214,446.929,7
2014,830.071,517.643,7
2015,813.357,414.786,7
2016,777.357,434.071,7
2017,747.786,434.071,7
2018,754.214,391.643,7
2019,710.5,543.357,7
2020,767.071,584.5,7
2021,781.214,596.071,7
2022,1015.214,403.214,7
2023,813.357,248.929,7
2024,774.786,286.214,7
2025,763.214,301.643,7
2026,737.5,238.643,7
2027,697.643,286.214,7
2028,653.929,331.214,7
2029,644.929,336.357,7
2030,669.357,368.5,7
2031,644.929,351.786,7
2032,697.643,232.214,7
2033,776.071,174.357,7
2034,785.071,115.214,7
2035,808.214,108.786,7
2036,860.929,129.357,7
2037,868.643,103.643,7
2038,889.214,41.929,7
2039,747.786,93.357,7
2040,727.214,97.214,7
2041,745.214,134.5,7
2042,688.643,158.929,7
2043,684.786,180.786,7
2044,696.357,196.214,7
2045,720.786,161.5,7
2046,719.5,38.071,7
2047,692.5,11.071,7
2048,660.357,38.071,7
2049,657.786,74.071,7
2050,653.929,131.929,7
2051,625.643,124.214,7
2052,641.071,148.643,7
2053,642.357,171.786,7
2054,615.357,239.929,7
2055,615.357,318.357,7
2056,718.214,701.5,7
2057,674.5,723.357,7
2058,675.786,697.643,7
2059,643.643,675.786,7
2060,638.5,647.5,7
2061,643.643,629.5,7
2062,689.929,614.071,7
2063,639.786,623.071,7
2064,629.5,633.357,7
2065,619.214,641.071,7
2066,605.071,620.5,7
2067,598.643,634.643,7
2068,581.929,617.929,7
2069,583.214,638.5,7
2070,574.214,650.071,7
2071,587.071,677.071,7
2072,547.214,648.786,7
2073,517.643,634.643,7
2074,529.214,657.786,7
2075,551.071,697.643,7
2076,521.5,605.071,7
2077,486.786,648.786,7
2078,539.5,587.071,7
2079,548.5,557.5,7
2080,535.643,540.786,7
2081,509.929,539.5,7
2082,625.643,561.357,7
2083,660.357,563.929,7
2084,673.214,557.5,7
2085,626.929,488.071,7
2086,691.214,471.357,7
2087,630.786,435.357,7
2088,575.5,448.214,7
2089,539.5,399.357,7
2090,531.786,407.071,7
2091,534.357,422.5,7
2092,540.786,508.643,7
2093,488.071,520.214,7
2094,466.214,502.214,7
2095,455.929,512.5,7
2096,449.5,498.357,7
2097,422.5,491.929,7
2098,434.071,470.071,7
2099,455.929,461.071,7
2100,481.643,446.929,7
2101,475.214,403.214,7
2102,479.071,383.929,7
2103,463.643,331.214,7
2104,463.643,317.071,7
2105,459.786,306.786,7
2106,490.643,297.786,7
2107,533.071,317.071,7
2108,547.214,296.5,7
2109,554.929,317.071,7
2110,551.071,333.786,7
2111,529.214,212.929,7
2112,494.5,198.786,7
2113,476.5,185.929,7
2114,525.357,174.357,7
2115,534.357,184.643,7
2116,593.5,121.643,7
2117,530.5,115.214,7
2118,530.5,47.071,7
2119,596.071,27.786,7
2120,596.071,4.643,7
2121,585.786,80.5,7
2122,518.929,5.929,7
2123,481.643,72.786,7
2124,450.786,86.929,7
2125,435.357,94.643,7
2126,417.357,104.929,7
2127,407.071,104.929,7
2128,398.071,40.643,7
2129,365.929,65.071,7
2130,391.643,14.929,7
2131,427.643,14.929,7
2132,439.214,4.643,7
2133,319.643,12.357,7
2134,301.643,11.071,7
2135,246.357,71.5,7
2136,243.786,119.071,7
2137,282.357,165.357,7
2138,328.643,169.214,7
2139,292.643,197.5,7
2140,296.5,225.786,7
2141,313.214,207.786,7
2142,337.643,200.071,7
2143,428.929,209.071,7
2144,431.5,248.929,7
2145,412.214,228.357,7
2146,430.214,261.786,7
2147,412.214,306.786,7
2148,369.786,242.5,7
2149,369.786,221.929,7
2150,396.786,367.214,7
2151,398.071,376.214,7
2152,413.5,371.071,7
2153,340.214,372.357,7
2154,551.071,395.5,7
2155,302.929,345.357,7
2156,331.214,293.929,7
2157,319.643,259.214,7
2158,346.643,435.357,7
2159,337.643,450.786,7
2160,336.357,472.643,7
2161,326.071,477.786,7
2162,360.786,511.214,7
2163,327.357,536.929,7
2164,407.071,552.357,7
2165,440.5,589.643,7
2166,417.357,580.643,7
2167,359.5,601.214,7
2168,390.357,615.357,7
2169,386.5,662.929,7
2170,399.357,684.786,7
2171,418.643,671.929,7
2172,423.786,684.786,7
2173,373.643,704.071,7
2174,322.214,695.071,7
2175,250.214,693.786,7
2176,246.357,718.214,7
2177,283.643,647.5,7
2178,287.5,623.071,7
2179,313.214,624.357,7
2180,290.071,560.071,7
2181,237.357,628.214,7
2182,207.786,584.5,7
2183,187.214,565.214,7
2184,155.071,656.5,7
2185,169.214,664.214,7
2186,66.357,695.071,7
2187,85.643,650.071,7
2188,81.786,608.929,7
2189,80.5,589.643,7
2190,86.929,579.357,7
2191,99.786,592.214,7
2192,58.643,540.786,7
2193,61.214,486.786,7
2194,111.357,489.357,7
2195,139.643,468.786,7
2196,200.071,457.214,7
2197,212.929,476.5,7
2198,257.929,479.071,7
2199,259.214,386.5,7
2200,283.643,422.5,7
2201,236.071,300.357,7
2202,216.786,233.5,7
2203,261.786,255.357,7
2204,207.786,207.786,7
2205,203.929,152.5,7
2206,134.5,48.357,7
2207,180.786,5.929,7
2208,169.214,94.643,7
2209,128.071,74.071,7
2210,90.786,88.214,7
2211,67.643,67.643,7
2212,57.357,43.214,7
2213,22.643,14.929,7
2214,3.357,92.071,7
2215,58.643,188.5,7
2216,115.214,214.214,7
2217,113.929,255.357,7
2218,121.643,268.214,7
2219,169.214,309.357,7
2220,124.214,353.071,7
2221,125.5,382.643,7
2222,125.5,405.786,7
