 Id,X,Y,Slice
2223,112.643,443.071,7
2224,153.786,434.071,7
2225,175.643,398.071,7
2226,221.929,423.786,7
2227,94.643,364.643,7
2228,99.786,358.214,7
2229,62.5,350.5,7
2230,62.5,329.929,7
2231,70.214,314.5,7
2232,80.5,290.071,7
2233,52.214,295.214,7
2234,14.929,275.929,7
2235,2.071,257.929,7
2236,4.643,241.214,7
2237,49.643,225.786,7
2238,7.214,308.071,7
2239,5.929,341.5,7
2240,27.786,367.214,7
2241,39.357,439.214,7
2242,85.643,459.786,7
2243,158.929,725.929,7
2244,1249.214,664.214,8
2245,1280.071,713.071,8
2246,1190.071,669.357,8
2247,1182.357,639.786,8
2248,1154.071,644.929,8
2249,1129.643,723.357,8
2250,1169.5,687.357,8
2251,1227.357,713.071,8
2252,1073.071,688.643,8
2253,1067.929,603.786,8
2254,1051.214,587.071,8
2255,1039.643,594.786,8
2256,1098.786,599.929,8
2257,1161.786,581.929,8
2258,1161.786,551.071,8
2259,1157.929,513.786,8
2260,1127.071,427.643,8
2261,1170.786,421.214,8
2262,1191.357,422.5,8
2263,1213.214,422.5,8
2264,1181.071,452.071,8
2265,1253.071,434.071,8
2266,1233.786,477.786,8
2267,1235.071,518.929,8
2268,1282.643,556.214,8
2269,1273.643,368.5,8
2270,1214.5,365.929,8
2271,1264.643,297.786,8
2272,1219.643,284.929,8
2273,1291.643,327.357,8
2274,1291.643,362.071,8
2275,1134.786,448.214,8
2276,1067.929,482.929,8
2277,1056.357,521.5,8
2278,1003.643,491.929,8
2279,977.929,485.5,8
2280,990.786,494.5,8
2281,1011.357,548.5,8
2282,997.214,574.214,8
2283,980.5,583.214,8
2284,971.5,602.5,8
2285,958.643,693.786,8
2286,983.071,675.786,8
2287,916.214,689.929,8
2288,908.5,637.214,8
2289,895.643,641.071,8
2290,871.214,624.357,8
2291,832.643,634.643,8
2292,826.214,674.5,8
2293,778.643,601.214,8
2294,770.929,587.071,8
2295,926.5,544.643,8
2296,822.357,513.786,8
2297,939.357,471.357,8
2298,832.643,440.5,8
2299,977.929,391.643,8
2300,947.071,362.071,8
2301,1076.929,322.214,8
2302,1096.214,315.786,8
2303,1129.643,286.214,8
2304,1184.929,230.929,8
2305,1265.929,214.214,8
2306,1218.357,157.643,8
2307,1251.786,135.786,8
2308,1187.5,102.357,8
2309,1181.071,77.929,8
2310,1197.786,76.643,8
2311,1206.786,57.357,8
2312,1251.786,32.929,8
2313,1127.071,26.5,8
2314,1098.786,52.214,8
2315,1046.071,32.929,8
2316,990.786,4.643,8
2317,997.214,48.357,8
2318,971.5,71.5,8
2319,971.5,83.071,8
2320,998.5,148.643,8
2321,1075.643,130.643,8
2322,1101.357,125.5,8
2323,1087.214,180.786,8
2324,1116.786,194.929,8
2325,1049.929,218.071,8
2326,1058.929,251.5,8
2327,1033.214,247.643,8
2328,1030.643,261.786,8
2329,965.071,206.5,8
2330,925.214,233.5,8
2331,911.071,243.786,8
2332,913.643,256.643,8
2333,884.071,248.929,8
2334,873.786,287.5,8
2335,857.071,315.786,8
2336,912.357,310.643,8
2337,941.929,287.5,8
2338,926.5,197.5,8
2339,916.214,137.071,8
2340,873.786,166.643,8
2341,859.643,134.5,8
2342,864.786,113.929,8
2343,893.071,44.5,8
2344,785.071,119.071,8
2345,800.5,104.929,8
2346,909.786,90.786,8
2347,773.5,169.214,8
2348,741.357,135.786,8
2349,732.357,95.929,8
2350,738.786,93.357,8
2351,715.643,38.071,8
2352,814.643,245.071,8
2353,772.214,286.214,8
2354,767.071,302.929,8
2355,862.214,391.643,8
2356,805.643,408.357,8
2357,743.929,390.357,8
2358,778.643,430.214,8
2359,749.071,439.214,8
2360,688.643,475.214,8
2361,1013.929,394.214,8
2362,943.214,171.786,8
2363,745.214,239.929,8
2364,705.357,290.071,8
2365,697.643,228.357,8
2366,697.643,191.071,8
2367,679.643,184.643,8
2368,634.643,173.071,8
2369,641.071,143.5,8
2370,633.357,125.5,8
2371,655.214,126.786,8
2372,698.929,162.786,8
2373,581.929,124.214,8
2374,576.786,71.5,8
2375,657.786,70.214,8
2376,664.214,44.5,8
2377,594.786,18.786,8
2378,592.214,4.643,8
2379,549.786,11.071,8
2380,524.071,9.786,8
2381,533.071,49.643,8
2382,486.786,12.357,8
2383,441.786,4.643,8
2384,434.071,17.5,8
2385,396.786,21.357,8
2386,403.214,36.786,8
2387,371.071,66.357,8
2388,372.357,74.071,8
2389,425.071,93.357,8
2390,416.071,110.071,8
2391,435.357,101.071,8
2392,454.643,90.786,8
2393,479.071,71.5,8
2394,530.5,112.643,8
2395,531.786,179.5,8
2396,520.214,209.071,8
2397,506.071,205.214,8
2398,476.5,189.786,8
2399,445.643,149.929,8
2400,616.643,243.786,8
2401,612.786,320.929,8
2402,657.786,329.929,8
2403,652.643,336.357,8
2404,675.786,372.357,8
2405,639.786,351.786,8
2406,629.5,431.5,8
2407,632.071,482.929,8
2408,623.071,553.643,8
2409,656.5,561.357,8
2410,675.786,558.786,8
2411,710.5,543.357,8
2412,687.357,616.643,8
2413,680.929,642.357,8
2414,702.786,635.929,8
2415,720.786,701.5,8
2416,675.786,693.786,8
2417,666.786,718.214,8
2418,641.071,677.071,8
2419,628.214,648.786,8
2420,624.357,620.5,8
2421,642.357,620.5,8
2422,660.357,628.214,8
2423,646.214,641.071,8
2424,590.929,633.357,8
2425,584.5,624.357,8
2426,602.5,621.786,8
2427,570.357,644.929,8
2428,581.929,661.643,8
2429,539.5,695.071,8
2430,531.786,657.786,8
2431,535.643,646.214,8
2432,520.214,638.5,8
2433,479.071,651.357,8
2434,526.643,603.786,8
2435,536.929,584.5,8
2436,544.643,554.929,8
2437,533.071,539.5,8
2438,503.5,538.214,8
2439,486.786,517.643,8
2440,461.071,500.929,8
2441,450.786,504.786,8
2442,446.929,498.357,8
2443,431.5,472.643,8
2444,459.786,459.786,8
2445,479.071,440.5,8
2446,531.786,423.786,8
2447,530.5,400.643,8
2448,560.071,389.071,8
2449,536.929,504.786,8
2450,565.214,444.357,8
2451,552.357,319.643,8
2452,531.786,310.643,8
2453,539.5,288.786,8
2454,479.071,395.5,8
2455,484.214,377.5,8
2456,491.929,295.214,8
2457,466.214,305.5,8
2458,470.071,327.357,8
2459,425.071,270.786,8
2460,430.214,242.5,8
2461,431.5,215.5,8
2462,412.214,220.643,8
2463,380.071,184.643,8
2464,367.214,224.5,8
2465,371.071,252.786,8
2466,418.643,299.071,8
2467,419.929,670.643,8
2468,421.214,684.786,8
2469,400.643,680.929,8
2470,385.214,657.786,8
2471,403.214,619.214,8
2472,394.214,562.643,8
2473,359.5,599.929,8
2474,314.5,625.643,8
2475,277.214,620.5,8
2476,284.929,652.643,8
2477,318.357,689.929,8
2478,247.643,696.357,8
2479,247.643,719.5,8
2480,170.5,666.786,8
2481,238.643,626.929,8
2482,161.5,719.5,8
2483,68.929,692.5,8
2484,90.786,642.357,8
2485,77.929,623.071,8
2486,66.357,590.929,8
2487,88.214,589.643,8
2488,86.929,580.643,8
2489,103.643,599.929,8
2490,52.214,544.643,8
2491,187.214,562.643,8
2492,202.643,588.357,8
2493,171.786,584.5,8
2494,283.643,561.357,8
2495,283.643,538.214,8
2496,326.071,551.071,8
2497,358.214,507.357,8
2498,341.5,475.214,8
2499,320.929,475.214,8
2500,335.071,450.786,8
2501,342.786,431.5,8
2502,392.929,364.643,8
2503,405.786,364.643,8
2504,335.071,372.357,8
2505,299.071,353.071,8
2506,255.357,383.929,8
2507,256.643,476.5,8
2508,283.643,427.643,8
2509,203.929,450.786,8
2510,209.071,482.929,8
2511,212.929,416.071,8
2512,162.786,404.5,8
2513,152.5,428.929,8
2514,121.643,439.214,8
2515,107.5,444.357,8
2516,83.071,455.929,8
2517,41.929,441.786,8
2518,3.357,494.5,8
2519,111.357,486.786,8
2520,138.357,470.071,8
2521,128.071,405.786,8
2522,128.071,385.214,8
2523,130.643,354.357,8
2524,89.5,363.357,8
2525,68.929,355.643,8
2526,32.929,369.786,8
2527,9.786,368.5,8
2528,65.071,322.214,8
2529,89.5,305.5,8
2530,413.5,489.357,8
2531,331.214,299.071,8
2532,318.357,259.214,8
2533,300.357,228.357,8
2534,290.071,202.643,8
2535,335.071,197.5,8
2536,331.214,170.5,8
2537,287.5,165.357,8
2538,241.214,122.929,8
2539,241.214,72.786,8
2540,279.786,35.5,8
2541,304.214,11.071,8
2542,331.214,7.214,8
2543,184.643,5.929,8
2544,131.929,48.357,8
2545,62.5,45.786,8
2546,22.643,14.929,8
2547,66.357,63.786,8
2548,86.929,84.357,8
2549,160.214,99.786,8
2550,205.214,148.643,8
2551,191.071,158.929,8
2552,207.786,207.786,8
2553,206.5,232.214,8
2554,252.786,254.071,8
2555,237.357,302.929,8
2556,169.214,310.643,8
2557,125.5,275.929,8
2558,113.929,257.929,8
2559,107.5,283.643,8
2560,89.5,288.786,8
2561,110.071,218.071,8
2562,63.786,194.929,8
2563,45.786,221.929,8
2564,44.5,230.929,8
2565,8.5,214.214,8
2566,9.786,230.929,8
2567,0.786,269.5,8
2568,7.214,310.643,8
2569,20.071,281.071,8
2570,50.929,302.929,8
2571,1161.786,392.929,8
2572,1291.643,716.929,9
2573,1255.643,662.929,9
2574,1226.071,715.643,9
2575,1183.643,674.5,9
2576,1163.071,687.357,9
2577,1156.643,661.643,9
2578,1151.5,648.786,9
2579,1134.786,722.071,9
2580,1071.786,687.357,9
2581,1178.5,646.214,9
2582,1174.643,580.643,9
2583,1166.929,554.929,9
2584,1092.357,597.357,9
2585,1100.071,610.214,9
2586,1055.071,597.357,9
2587,1055.071,589.643,9
2588,1057.643,596.071,9
2589,1055.071,610.214,9
2590,993.357,581.929,9
2591,975.357,580.643,9
2592,975.357,598.643,9
2593,974.071,623.071,9
2594,907.214,629.5,9
2595,893.071,639.786,9
2596,862.214,629.5,9
2597,826.214,633.357,9
2598,819.786,671.929,9
2599,922.643,695.071,9
2600,959.929,683.5,9
2601,786.357,601.214,9
2602,772.214,581.929,9
2603,822.357,509.929,9
2604,830.071,436.643,9
2605,803.071,407.071,9
2606,783.786,427.643,9
2607,750.357,441.786,9
2608,746.5,392.929,9
2609,863.5,396.786,9
2610,941.929,359.5,9
2611,976.643,390.357,9
2612,926.5,480.357,9
2613,918.786,548.5,9
2614,972.786,479.071,9
2615,984.357,490.643,9
2616,1003.643,490.643,9
2617,1070.5,480.357,9
2618,1017.786,543.357,9
2619,1062.786,522.786,9
2620,1127.071,503.5,9
2621,1160.5,507.357,9
2622,1178.5,458.5,9
2623,1172.071,416.071,9
2624,1200.357,416.071,9
2625,1127.071,425.071,9
2626,1157.929,385.214,9
2627,1215.786,363.357,9
2628,1276.214,371.071,9
2629,1235.071,475.214,9
2630,1223.5,526.643,9
2631,1278.786,554.929,9
2632,1291.643,324.786,9
2633,1294.214,360.786,9
2634,1278.786,301.643,9
2635,1218.357,284.929,9
2636,1138.643,284.929,9
2637,1102.643,287.5,9
2638,1100.071,314.5,9
2639,1078.214,317.071,9
2640,1030.643,264.357,9
2641,1037.071,250.214,9
2642,1069.214,247.643,9
2643,1047.357,221.929,9
2644,1121.929,192.357,9
2645,1087.214,183.357,9
2646,1150.214,223.214,9
2647,1190.071,228.357,9
2648,1259.5,210.357,9
2649,1294.214,207.786,9
2650,1250.5,133.214,9
2651,1217.071,157.643,9
2652,1215.786,128.071,9
2653,1192.643,103.643,9
2654,1199.071,81.786,9
2655,1181.071,76.643,9
2656,1246.643,36.786,9
2657,1010.071,401.929,9
2658,939.357,292.643,9
2659,912.357,306.786,9
2660,872.5,296.5,9
2661,855.786,313.214,9
2662,884.071,255.357,9
2663,905.929,239.929,9
2664,913.643,250.214,9
2665,911.071,260.5,9
2666,927.786,238.643,9
2667,923.929,196.214,9
2668,959.929,211.643,9
2669,967.643,198.786,9
2670,938.071,160.214,9
2671,999.786,147.357,9
2672,1080.786,131.929,9
2673,1102.643,120.357,9
2674,1105.214,61.214,9
2675,1139.929,29.071,9
2676,1197.786,61.214,9
2677,1040.929,40.643,9
2678,1062.786,11.071,9
2679,989.5,7.214,9
2680,1001.071,54.786,9
2681,967.643,70.214,9
2682,972.786,84.357,9
2683,908.5,142.214,9
2684,875.071,170.5,9
2685,855.786,134.5,9
2686,864.786,120.357,9
2687,911.071,88.214,9
2688,904.643,47.071,9
2689,806.929,65.071,9
2690,776.071,67.643,9
2691,722.071,36.786,9
2692,697.643,9.786,9
2693,691.214,41.929,9
2694,729.786,101.071,9
2695,740.071,94.643,9
2696,787.643,117.786,9
2697,796.643,108.786,9
2698,749.071,139.643,9
2699,779.929,171.786,9
2700,695.071,165.357,9
2701,678.357,188.5,9
2702,696.357,193.643,9
2703,698.929,233.5,9
2704,750.357,239.929,9
2705,421.214,302.929,9
2706,773.5,287.5,9
2707,764.5,301.643,9
2708,711.786,287.5,9
2709,615.357,239.929,9
2710,642.357,166.643,9
2711,644.929,144.786,9
2712,643.643,129.357,9
2713,652.643,129.357,9
2714,657.786,75.357,9
2715,665.5,32.929,9
2716,593.5,22.643,9
2717,588.357,4.643,9
2718,576.786,72.786,9
2719,581.929,126.786,9
2720,554.929,11.071,9
2721,525.357,5.929,9
2722,534.357,57.357,9
2723,521.5,120.357,9
2724,476.5,77.929,9
2725,489.357,5.929,9
2726,443.071,7.214,9
2727,407.071,41.929,9
2728,377.5,65.071,9
2729,416.071,113.929,9
2730,419.929,83.071,9
2731,452.071,92.071,9
2732,452.071,144.786,9
2733,476.5,192.357,9
2734,504.786,197.5,9
2735,533.071,209.071,9
2736,531.786,174.357,9
2737,543.357,179.5,9
2738,614.071,323.5,9
2739,644.929,327.357,9
2740,650.071,340.214,9
2741,680.929,373.643,9
2742,626.929,430.214,9
2743,638.5,356.929,9
2744,689.929,476.5,9
2745,632.071,485.5,9
2746,701.5,542.071,9
2747,675.786,552.357,9
2748,656.5,556.214,9
2749,620.5,557.5,9
2750,683.5,614.071,9
2751,680.929,639.786,9
2752,652.643,638.5,9
2753,643.643,626.929,9
2754,626.929,621.786,9
2755,587.071,632.071,9
2756,601.214,623.071,9
2757,579.357,623.071,9
2758,565.214,637.214,9
2759,527.929,644.929,9
2760,513.786,637.214,9
2761,486.786,646.214,9
2762,531.786,657.786,9
2763,752.929,702.786,9
2764,719.5,707.929,9
2765,678.357,692.5,9
2766,665.5,723.357,9
2767,637.214,671.929,9
2768,628.214,646.214,9
2769,588.357,659.071,9
2770,540.786,691.214,9
2771,425.071,671.929,9
2772,418.643,683.5,9
2773,404.5,677.071,9
2774,376.214,666.786,9
2775,398.071,617.929,9
2776,527.929,599.929,9
2777,536.929,587.071,9
2778,556.214,562.643,9
2779,536.929,543.357,9
2780,540.786,503.5,9
2781,566.5,477.786,9
2782,561.357,448.214,9
2783,548.5,387.786,9
2784,529.214,403.214,9
2785,531.786,426.357,9
2786,534.357,322.214,9
2787,545.929,326.071,9
2788,558.786,315.786,9
2789,551.071,287.5,9
2790,491.929,296.5,9
2791,470.071,300.357,9
2792,466.214,324.786,9
2793,480.357,372.357,9
2794,481.643,389.071,9
2795,470.071,440.5,9
2796,454.643,458.5,9
2797,435.357,466.214,9
2798,440.5,477.786,9
2799,449.5,494.5,9
2800,452.071,506.071,9
2801,464.929,504.786,9
2802,494.5,527.929,9
2803,511.214,539.5,9
2804,399.357,551.071,9
2805,355.643,605.071,9
2806,315.786,629.5,9
2807,284.929,646.214,9
2808,288.786,624.357,9
2809,278.5,610.214,9
2810,237.357,621.786,9
2811,245.071,696.357,9
2812,251.5,715.643,9
2813,311.929,691.214,9
2814,328.643,540.786,9
2815,282.357,557.5,9
2816,283.643,535.643,9
2817,338.929,471.357,9
2818,335.071,444.357,9
2819,323.5,477.786,9
2820,355.643,435.357,9
2821,378.786,391.643,9
2822,396.786,362.071,9
2823,405.786,369.786,9
2824,434.071,410.929,9
2825,341.5,374.929,9
2826,327.357,355.643,9
2827,301.643,350.5,9
2828,425.071,265.643,9
2829,434.071,241.214,9
2830,428.929,216.786,9
2831,403.214,223.214,9
2832,371.071,243.786,9
2833,364.643,220.643,9
2834,345.357,198.786,9
2835,333.786,164.071,9
2836,380.071,180.786,9
2837,328.643,293.929,9
2838,317.071,247.643,9
2839,292.643,221.929,9
2840,293.929,201.357,9
2841,282.357,170.5,9
2842,241.214,121.643,9
2843,237.357,76.643,9
2844,182.071,4.643,9
2845,279.786,39.357,9
2846,299.071,5.929,9
2847,337.643,11.071,9
2848,256.643,247.643,9
2849,201.357,236.071,9
2850,206.5,206.5,9
2851,191.071,164.071,9
2852,209.071,152.5,9
2853,161.5,95.929,9
2854,139.643,68.929,9
2855,135.786,47.071,9
2856,62.5,44.5,9
2857,26.5,13.643,9
2858,70.214,62.5,9
2859,86.929,94.643,9
2860,2.071,115.214,9
2861,67.643,178.214,9
2862,113.929,210.357,9
2863,113.929,256.643,9
2864,125.5,273.357,9
2865,166.643,299.071,9
2866,234.786,301.643,9
2867,259.214,394.214,9
2868,278.5,427.643,9
2869,254.071,484.214,9
2870,198.786,448.214,9
2871,215.5,417.357,9
2872,218.071,476.5,9
2873,180.786,554.929,9
2874,171.786,580.643,9
2875,197.5,587.071,9
2876,167.929,662.929,9
2877,157.643,723.357,9
2878,70.214,693.786,9
2879,95.929,635.929,9
2880,80.5,611.5,9
2881,68.929,588.357,9
2882,75.357,593.5,9
2883,89.5,593.5,9
2884,89.5,572.929,9
2885,102.357,594.786,9
2886,54.786,538.214,9
2887,146.071,472.643,9
2888,111.357,493.214,9
2889,59.929,481.643,9
2890,4.643,497.071,9
2891,36.786,434.071,9
2892,75.357,457.214,9
2893,108.786,425.071,9
2894,116.5,441.786,9
2895,126.786,434.071,9
2896,157.643,430.214,9
2897,175.643,399.357,9
2898,128.071,405.786,9
2899,125.5,390.357,9
2900,128.071,345.357,9
2901,93.357,359.5,9
2902,38.071,377.5,9
2903,14.929,369.786,9
2904,65.071,354.357,9
2905,70.214,320.929,9
2906,44.5,223.214,9
2907,13.643,209.071,9
2908,4.643,237.357,9
2909,27.786,270.786,9
2910,9.786,309.357,9
2911,50.929,300.357,9
2912,90.786,309.357,9
2913,94.643,287.5,9
2914,111.357,277.214,9
2915,813.357,248.929,9
2916,1287.786,715.643,10
2917,1258.214,653.929,10
2918,1222.214,706.643,10
2919,1190.071,682.214,10
2920,1168.214,684.786,10
2921,1134.786,716.929,10
2922,1073.071,677.071,10
2923,1097.5,601.214,10
2924,1160.5,665.5,10
2925,1150.214,643.643,10
2926,1184.929,644.929,10
2927,1170.786,581.929,10
2928,1165.643,548.5,10
2929,1277.5,554.929,10
2930,1219.643,522.786,10
2931,1244.071,643.643,10
2932,1233.786,590.929,10
2933,1227.357,543.357,10
2934,1232.5,482.929,10
2935,1256.929,443.071,10
2936,1183.643,463.643,10
2937,1154.071,512.5,10
2938,1124.5,504.786,10
2939,1132.214,450.786,10
2940,1125.786,417.357,10
2941,1177.214,412.214,10
2942,1208.071,417.357,10
2943,1152.786,391.643,10
2944,1214.5,363.357,10
2945,1273.643,371.071,10
2946,1294.214,367.214,10
2947,1294.214,324.786,10
2948,1276.214,305.5,10
2949,1213.214,281.071,10
2950,1262.071,205.214,10
2951,1291.643,193.643,10
2952,1290.357,211.643,10
2953,1250.5,134.5,10
2954,1215.786,129.357,10
2955,1211.929,160.214,10
2956,1197.786,110.071,10
2957,1193.929,95.929,10
2958,1196.5,68.929,10
2959,1173.357,65.071,10
2960,1253.071,30.357,10
2961,1130.929,21.357,10
2962,1057.643,16.214,10
2963,1037.071,40.643,10
2964,1002.357,52.214,10
2965,989.5,9.786,10
2966,966.357,72.786,10
2967,972.786,83.071,10
2968,1076.929,131.929,10
2969,1097.5,115.214,10
2970,1088.5,176.929,10
2971,1128.357,193.643,10
2972,1157.929,227.071,10
2973,1183.643,219.357,10
2974,1130.929,286.214,10
2975,1100.071,304.214,10
2976,1079.5,320.929,10
2977,1074.357,247.643,10
2978,1046.071,223.214,10
2979,1035.786,246.357,10
2980,1031.929,261.786,10
2981,1061.5,601.214,10
2982,1047.357,594.786,10
2983,1040.929,597.357,10
2984,1022.929,544.643,10
2985,992.071,579.357,10
2986,977.929,583.214,10
2987,972.786,598.643,10
2988,963.786,603.786,10
2989,977.929,675.786,10
2990,954.786,677.071,10
2991,914.929,696.357,10
2992,898.214,638.5,10
2993,907.214,637.214,10
2994,867.357,624.357,10
2995,822.357,633.357,10
2996,822.357,666.786,10
2997,914.929,548.5,10
2998,934.214,486.786,10
2999,972.786,484.214,10
3000,983.071,488.071,10
3001,997.214,494.5,10
3002,1071.786,477.786,10
3003,1061.5,522.786,10
3004,1013.929,395.5,10
3005,977.929,395.5,10
3006,944.5,358.214,10
3007,938.071,295.214,10
3008,917.5,305.5,10
3009,724.643,706.643,10
3010,788.929,589.643,10
3011,826.214,509.929,10
3012,832.643,435.357,10
3013,866.071,398.071,10
3014,878.929,297.786,10
3015,849.357,305.5,10
3016,907.214,260.5,10
3017,913.643,251.5,10
3018,913.643,242.5,10
3019,887.929,251.5,10
3020,931.643,237.357,10
3021,931.643,198.786,10
3022,962.5,211.643,10
3023,975.357,191.071,10
3024,995.929,140.929,10
3025,934.214,158.929,10
3026,912.357,137.071,10
3027,873.786,160.214,10
3028,853.214,139.643,10
3029,866.071,121.643,10
3030,905.929,40.643,10
3031,914.929,88.214,10
3032,781.214,66.357,10
3033,777.357,119.071,10
3034,794.071,112.643,10
3035,782.5,166.643,10
3036,810.786,251.5,10
3037,776.071,287.5,10
3038,769.643,302.929,10
3039,747.786,221.929,10
3040,700.214,236.071,10
3041,700.214,188.5,10
3042,679.643,184.643,10
3043,696.357,167.929,10
3044,746.5,142.214,10
3045,720.786,103.643,10
3046,736.214,95.929,10
3047,731.071,32.929,10
3048,656.5,36.786,10
3049,692.5,8.5,10
3050,684.786,41.929,10
3051,648.786,75.357,10
3052,661.643,120.357,10
3053,634.643,119.071,10
3054,635.929,142.214,10
3055,643.643,161.5,10
3056,711.786,282.357,10
3057,607.643,237.357,10
3058,614.071,326.071,10
3059,643.643,323.5,10
3060,651.357,335.071,10
3061,675.786,369.786,10
3062,746.5,400.643,10
3063,756.786,443.071,10
3064,791.5,425.071,10
3065,691.214,477.786,10
3066,633.357,482.929,10
3067,660.357,553.643,10
3068,671.929,560.071,10
3069,705.357,547.214,10
3070,689.929,608.929,10
3071,686.071,638.5,10
3072,680.929,696.357,10
3073,621.786,432.786,10
3074,670.643,454.643,10
3075,643.643,355.643,10
3076,570.357,446.929,10
3077,593.5,524.071,10
3078,625.643,558.786,10
3079,625.643,619.214,10
3080,643.643,625.643,10
3081,657.786,635.929,10
3082,630.786,648.786,10
3083,639.786,677.071,10
3084,598.643,661.643,10
3085,583.214,621.786,10
3086,560.071,637.214,10
3087,531.786,646.214,10
3088,536.929,661.643,10
3089,538.214,689.929,10
3090,493.214,657.786,10
3091,507.357,641.071,10
3092,526.643,599.929,10
3093,543.357,581.929,10
3094,553.643,565.214,10
3095,535.643,535.643,10
3096,500.929,540.786,10
3097,539.5,506.071,10
3098,769.643,574.214,10
3099,452.071,511.214,10
3100,453.357,495.786,10
3101,462.357,495.786,10
3102,461.071,461.071,10
3103,445.643,472.643,10
3104,440.5,466.214,10
3105,472.643,443.071,10
3106,533.071,404.5,10
3107,554.929,382.643,10
3108,542.071,430.214,10
3109,479.071,374.929,10
3110,488.071,394.214,10
3111,542.071,323.5,10
3112,553.643,328.643,10
3113,561.357,320.929,10
3114,554.929,290.071,10
3115,486.786,302.929,10
3116,462.357,304.214,10
3117,464.929,322.214,10
3118,418.643,305.5,10
3119,395.5,359.5,10
3120,398.071,369.786,10
3121,426.357,266.929,10
3122,426.357,251.5,10
3123,431.5,206.5,10
3124,470.071,193.643,10
3125,450.786,152.5,10
3126,526.643,180.786,10
3127,544.643,184.643,10
3128,529.214,215.5,10
3129,500.929,202.643,10
3130,572.929,131.929,10
3131,520.214,117.786,10
3132,594.786,21.357,10
3133,594.786,2.071,10
3134,548.5,12.357,10
3135,525.357,12.357,10
3136,449.5,4.643,10
3137,408.357,35.5,10
3138,369.786,58.643,10
3139,371.071,71.5,10
3140,407.071,104.929,10
3141,458.5,103.643,10
3142,476.5,74.071,10
3143,530.5,56.071,10
3144,572.929,67.643,10
3145,427.643,83.071,10
3146,421.214,669.357,10
3147,421.214,677.071,10
3148,408.357,677.071,10
3149,377.5,666.786,10
3150,408.357,614.071,10
3151,365.929,700.214,10
3152,301.643,693.786,10
3153,233.5,698.929,10
3154,238.643,718.214,10
3155,155.071,718.214,10
3156,125.5,697.643,10
3157,66.357,691.214,10
3158,171.786,668.071,10
3159,99.786,638.5,10
3160,70.214,616.643,10
3161,59.929,593.5,10
3162,77.929,590.929,10
3163,86.929,585.786,10
3164,98.5,596.071,10
3165,202.643,589.643,10
3166,184.643,565.214,10
3167,174.357,581.929,10
3168,241.214,619.214,10
3169,278.5,614.071,10
3170,278.5,616.643,10
3171,288.786,652.643,10
3172,318.357,629.5,10
3173,350.5,608.929,10
3174,283.643,535.643,10
3175,283.643,560.071,10
3176,328.643,544.643,10
3177,342.786,472.643,10
3178,328.643,476.5,10
3179,332.5,446.929,10
3180,337.643,434.071,10
3181,344.071,377.5,10
3182,327.357,354.357,10
3183,300.357,356.929,10
3184,344.071,295.214,10
3185,323.5,241.214,10
3186,296.5,223.214,10
3187,293.929,187.214,10
3188,277.214,178.214,10
3189,341.5,167.929,10
3190,336.357,194.929,10
3191,354.357,218.071,10
3192,371.071,242.5,10
3193,409.643,219.357,10
3194,284.929,89.5,10
3195,331.214,5.929,10
3196,300.357,12.357,10
3197,272.071,35.5,10
3198,242.5,58.643,10
3199,242.5,120.357,10
3200,214.214,152.5,10
3201,207.786,232.214,10
3202,254.071,256.643,10
3203,230.929,309.357,10
3204,254.071,389.071,10
3205,256.643,488.071,10
3206,279.786,426.357,10
3207,218.071,419.929,10
3208,193.643,448.214,10
3209,221.929,480.357,10
3210,153.786,470.071,10
3211,120.357,493.214,10
3212,52.214,542.071,10
3213,47.071,490.643,10
3214,5.929,495.786,10
3215,45.786,439.214,10
3216,81.786,461.071,10
3217,108.786,448.214,10
3218,122.929,435.357,10
3219,101.071,431.5,10
3220,130.643,407.071,10
3221,160.214,428.929,10
3222,173.071,400.643,10
3223,125.5,385.214,10
3224,133.214,340.214,10
3225,162.786,300.357,10
3226,134.5,268.214,10
3227,117.786,257.929,10
3228,90.786,284.929,10
3229,80.5,302.929,10
3230,68.929,318.357,10
3231,71.5,345.357,10
3232,93.357,365.929,10
3233,14.929,381.357,10
3234,59.929,304.214,10
3235,26.5,265.643,10
3236,7.214,308.071,10
3237,53.5,225.786,10
3238,12.357,232.214,10
3239,11.071,93.357,10
3240,83.071,99.786,10
3241,67.643,61.214,10
3242,71.5,38.071,10
3243,26.5,20.071,10
3244,131.929,44.5,10
3245,162.786,93.357,10
3246,176.929,7.214,10
3247,45.786,234.786,10
3248,804.357,409.643,10
3249,1283.929,715.643,11
3250,1262.071,661.643,11
3251,1228.643,715.643,11
3252,1220.929,687.357,11
3253,1197.786,678.357,11
3254,1136.071,725.929,11
3255,1168.214,689.929,11
3256,1160.5,666.786,11
3257,1159.214,635.929,11
3258,1179.786,644.929,11
3259,1174.643,581.929,11
3260,1282.643,554.929,11
3261,1219.643,531.786,11
3262,1148.929,502.214,11
3263,1123.214,498.357,11
3264,1092.357,598.643,11
3265,1076.929,677.071,11
3266,1040.929,597.357,11
3267,1048.643,594.786,11
3268,1029.357,544.643,11
3269,1061.5,525.357,11
3270,1075.643,477.786,11
3271,1123.214,416.071,11
3272,1127.071,446.929,11
3273,1174.643,412.214,11
3274,1201.643,413.5,11
3275,1183.643,459.786,11
3276,1164.357,389.071,11
3277,1268.5,362.071,11
3278,1254.357,446.929,11
3279,1231.214,484.214,11
3280,1211.929,359.5,11
