track_id,frame,x_pixel,y_pixel,x_um,y_um,time_sec
94,7,1066.5611814346,597.527426160338,447.955696202532,250.961518987342,0.15
95,1,1118.36842105263,244.666666666667,469.714736842105,102.76,0
95,2,1118.44827586207,244.568965517241,469.748275862069,102.718965517241,0.025
95,3,1118.57627118644,244.305084745763,469.802033898305,102.60813559322,0.05
95,4,1118.05882352941,244.490196078431,469.584705882353,102.685882352941,0.075
95,5,1117.75925925926,244.777777777778,469.458888888889,102.806666666667,0.1
95,6,1117.62745098039,245.117647058824,469.403529411765,102.949411764706,0.125
95,7,1118.01923076923,244.961538461538,469.568076923077,102.883846153846,0.15
96,1,1222.37398373984,412.113821138211,513.397073170732,173.087804878049,0
96,2,1226.05223880597,412.022388059701,514.941940298507,173.049402985075,0.025
96,3,1227.37671232877,407.534246575342,515.498219178082,171.164383561644,0.05
96,4,1224.85,407.271428571429,514.437,171.054,0.075
96,5,1221.22727272727,411.159090909091,512.915454545455,172.686818181818,0.1
96,6,1221.30681818182,414.693181818182,512.948863636364,174.171136363636,0.125
96,7,1216.36666666667,419.35,510.874,176.127,0.15
97,1,1280.58278145695,344.238410596026,537.84476821192,144.580132450331,0
97,2,1281.71270718232,347.624309392265,538.319337016575,146.002209944751,0.025
97,3,1282.87218045113,350.812030075188,538.806315789474,147.341052631579,0.05
97,4,1286.82278481013,353.253164556962,540.465569620253,148.366329113924,0.075
97,5,1286.3956043956,355.956043956044,540.286153846154,149.501538461538,0.1
97,6,1290.453125,356.921875,541.9903125,149.9071875,0.125
97,7,1292.10227272727,358.454545454545,542.682954545455,150.550909090909,0.15
98,2,367.678260869565,233.052173913043,154.424869565217,97.8819130434782,0.025
98,3,370.153846153846,234.711538461538,155.464615384615,98.5788461538461,0.05
98,4,372.229885057471,235.862068965517,156.336551724138,99.0620689655172,0.075
98,5,368.949438202247,238.52808988764,154.958764044944,100.181797752809,0.1
98,6,371.630057803468,235.011560693642,156.084624277457,98.7048554913295,0.125
98,7,372.954198473282,225.328244274809,156.640763358779,94.6378625954198,0.15
99,4,296.657142857143,200.057142857143,124.596,84.024,0.075
99,5,297.065420560748,201.130841121495,124.767476635514,84.474953271028,0.1
99,6,296.806201550388,202.325581395349,124.658604651163,84.9767441860465,0.125
99,7,295.551181102362,202.503937007874,124.131496062992,85.0516535433071,0.15
100,6,134.519230769231,140.153846153846,56.4980769230769,58.8646153846154,0.125
100,7,134.36,139.74,56.4312,58.6908,0.15
101,6,979.313253012048,623.012048192771,411.31156626506,261.665060240964,0.125
101,7,978.027777777778,621.597222222222,410.771666666667,261.070833333333,0.15
102,7,311.04,391.94,130.6368,164.6148,0.15
103,7,485.223529411765,517.741176470588,203.793882352941,217.451294117647,0.15
104,7,957.18,226.88,402.0156,95.2896,0.15
105,7,985.160305343511,589.526717557252,413.767328244275,247.601221374046,0.15
106,7,1124.81132075472,3.52830188679245,472.420754716981,1.48188679245283,0.15
107,1,332.488479262673,475.483870967742,139.645161290323,199.703225806452,0
107,2,331.679425837321,475.291866028708,139.305358851675,199.622583732057,0.025
107,3,331.825,476.18,139.3665,199.9956,0.05
107,4,331.72192513369,476.823529411765,139.32320855615,200.265882352941,0.075
107,5,332.913978494624,476.365591397849,139.823870967742,200.073548387097,0.1
107,6,333.11214953271,475.738317757009,139.907102803738,199.810093457944,0.125
107,7,333.303167420814,475.316742081448,139.987330316742,199.633031674208,0.15
107,8,333.763285024155,475.80193236715,140.180579710145,199.836811594203,0.175
108,1,542.564189189189,649.077702702703,227.876959459459,272.612635135135,0
108,2,547.630508474576,651.345762711864,230.004813559322,273.565220338983,0.025
108,3,550.658862876254,651.94983277592,231.276722408027,273.818929765886,0.05
108,4,552.238267148014,651.241877256318,231.940072202166,273.521588447653,0.075
108,5,546.535353535354,644.69696969697,229.544848484849,270.772727272727,0.1
108,6,544.048611111111,647.694444444444,228.500416666667,272.031666666667,0.125
108,7,535.390029325513,650.683284457478,224.863812316716,273.286979472141,0.15
108,8,532.987987987988,652.897897897898,223.854954954955,274.217117117117,0.175
109,1,812.384615384615,110.666666666667,341.201538461538,46.48,0
109,2,811.459770114943,114.609195402299,340.813103448276,48.1358620689655,0.025
109,3,812.655913978495,120.58064516129,341.315483870968,50.6438709677419,0.05
109,4,806.395833333333,123.458333333333,338.68625,51.8525,0.075
109,5,806.655737704918,123.819672131148,338.795409836066,52.004262295082,0.1
109,6,807.6875,116.53125,339.22875,48.943125,0.125
109,7,805.841121495327,108.439252336449,338.453271028037,45.5444859813084,0.15
109,8,800.054945054945,107.956043956044,336.023076923077,45.3415384615385,0.175
110,1,922.537735849057,649.424528301887,387.465849056604,272.758301886792,0
110,2,922.736842105263,649.715789473684,387.549473684211,272.880631578947,0.025
110,3,920.879310344828,647.362068965517,386.769310344828,271.892068965517,0.05
110,4,918.522388059701,646.626865671642,385.779402985075,271.58328358209,0.075
110,5,916.754545454545,641.936363636364,385.036909090909,269.613272727273,0.1
110,6,915.432203389831,640.228813559322,384.481525423729,268.896101694915,0.125
110,7,913.853658536585,639.49593495935,383.818536585366,268.588292682927,0.15
110,8,911.933333333333,638.083333333333,383.012,267.995,0.175
111,1,926.657894736842,273.111842105263,389.196315789474,114.706973684211,0
111,2,921.406451612903,282.077419354839,386.990709677419,118.472516129032,0.025
111,3,925.468992248062,280.624031007752,388.696976744186,117.862093023256,0.05
